"Genes, RefSeq propagation from SGD, annotation version R64-2-1"
Accession,Start,Stop,Gene symbol,Strand,NCBI Gene ID,Name
NC_001140.6,77430,78353,OTU2,minus,856373,
NC_001140.6,78936,80417,,plus,856374,
NC_001140.6,80654,81616,PRS3,minus,856375,
NC_001140.6,81964,83721,ETP1,minus,856376,
NC_001140.6,84068,85060,YAP3,minus,856377,
NC_001140.6,85298,85371,,minus,856378,
NC_001140.6,85909,91318,,plus,856380,
NC_001140.6,85909,87150,,plus,856379,
NC_001140.6,92627,94510,,minus,856381,
NC_001140.6,95118,97937,STE20,minus,856382,
NC_001140.6,98343,98795,SHU1,minus,856383,
NC_001140.6,98828,99220,,minus,856385,
NC_001140.6,99219,100403,MRP4,plus,856384,
NC_001140.6,100648,101883,LAG1,minus,856386,
NC_001140.6,102612,103970,HSE1,plus,856387,
NC_001140.6,104277,105091,RPL14B,plus,856388,
NC_001140.6,106055,107368,OSH7,plus,856389,
NC_001140.6,107826,108122,QCR10,plus,856390,
NC_001140.6,108812,109885,LEU5,plus,856391,
NC_001140.6,110028,111317,TCD1,minus,856392,
NC_001140.6,111754,113094,NEM1,minus,856393,
NC_001140.6,113499,114917,GPA1,minus,856394,
NC_001140.6,115620,115901,TIM10,minus,856395,
NC_001140.6,116107,116179,,minus,856396,
NC_001140.6,117814,119439,STP2,plus,856397,
NC_001140.6,120091,121683,ERG11,minus,856398,
NC_001140.6,122550,122765,,minus,1466526,
NC_001140.6,122889,123590,SOD2,minus,856399,
NC_001140.6,124109,125680,TDA3,minus,856400,
NC_001140.6,126521,127492,RPL27A,plus,856401,
NC_001140.6,127780,129120,DIA4,plus,856402,
NC_001140.6,129481,130448,VPS29,plus,856403,
NC_001140.6,130730,131446,ARD1,minus,856404,
NC_001140.6,132047,132922,SPO13,plus,856405,
NC_001140.6,133026,133107,,minus,856406,
NC_001140.6,134321,134392,,plus,856407,
NC_001140.6,134554,136533,MIP6,plus,856408,
NC_001140.6,136881,138455,YSC84,minus,856409,
NC_001140.6,138694,139851,YSC83,plus,856410,
NC_001140.6,140011,141402,ARG4,minus,856411,
NC_001140.6,141894,143558,DED81,minus,856412,
NC_001140.6,143996,146062,,plus,856413,
NC_001140.6,146242,146314,,minus,856414,
NC_001140.6,147871,148669,RPS27B,minus,856415,
NC_001140.6,149225,149680,ECM12,plus,856416,
NC_001140.6,149575,150345,,minus,856417,
NC_001140.6,151217,151306,,minus,1466527,
NC_001140.6,151666,157452,MYO1,plus,856418,
NC_001140.6,157744,159192,MAS2,minus,856419,
NC_001140.6,159438,160511,THR1,plus,856420,
NC_001140.6,160844,161485,VMA16,plus,856421,
NC_001140.6,161730,164711,RPN1,minus,856422,
NC_001140.6,164978,167434,DAP2,minus,856423,
NC_001140.6,167677,168561,YHI9,minus,856424,
NC_001140.6,168890,170344,SLT2,minus,856425,
NC_001140.6,170799,172970,RRM3,minus,856426,
NC_001140.6,173344,175089,ERC1,plus,856427,
NC_001140.6,175548,176819,,plus,856428,
NC_001140.6,176965,177999,PIH1,minus,856429,
NC_001140.6,178219,180111,NEL1,plus,856430,
NC_001140.6,180345,181760,BRL1,plus,856431,
NC_001140.6,181977,183704,PUT2,plus,856432,
NC_001140.6,184066,184758,RRF1,plus,856433,
NC_001140.6,184875,186809,MSC7,minus,856434,
NC_001140.6,187173,187679,VMA10,minus,856435,
NC_001140.6,187924,189024,BCD1,plus,856436,
NC_001140.6,189131,189864,SRB2,minus,856437,
NC_001140.6,190543,192618,NCP1,plus,856438,
NC_001140.6,192805,193545,DOG2,minus,856439,
NC_001140.6,194068,194808,DOG1,minus,856440,
NC_001140.6,195551,197233,,plus,856441,
NC_001140.6,197398,198285,INM1,minus,856442,
NC_001140.6,198740,201310,AAP1,minus,856443,
NC_001140.6,204607,206151,YHK8,plus,856444,
NC_001140.6,206462,207193,FSH1,plus,856445,
NC_001140.6,207654,209303,SMF2,plus,856447,
NC_001140.6,209475,209645,,plus,1466528,
NC_001140.6,209705,210151,COX6,plus,856448,
NC_001140.6,210848,211978,CIC1,plus,856449,
NC_001140.6,212409,213118,,plus,9164903,
NC_001140.6,212535,212720,CUP1-1,minus,856450,
NC_001140.6,213185,214249,,minus,856451,
NC_001140.6,214407,215116,,plus,9164904,
NC_001140.6,214533,214718,CUP1-2,minus,856452,
NC_001140.6,215183,217834,RSC30,minus,856453,
NC_001140.6,218226,218843,CPR2,minus,856454,
NC_001140.6,218997,219884,MED6,minus,856455,
NC_001140.6,220108,220500,FYV4,plus,856456,
NC_001140.6,220725,221270,VMA22,plus,856457,
NC_001140.6,221534,222478,GIC1,minus,856458,
NC_001140.6,222877,223758,RPP1,minus,856459,
NC_001140.6,224030,225169,PAN5,minus,856460,
NC_001140.6,225525,227141,SSZ1,minus,856461,
NC_001140.6,227532,229037,RRP3,minus,856462,
NC_001140.6,229335,230696,SSF1,plus,856463,
NC_001140.6,230970,231812,HTD2,plus,856464,
NC_001140.6,232133,233296,DYS1,plus,856465,
NC_001140.6,233579,234658,RRP4,minus,856466,
NC_001140.6,234881,236380,TRM5,plus,856467,
NC_001140.6,237004,237693,PCL5,plus,856468,
NC_001140.6,237848,237939,,minus,856469,
NC_001140.6,239098,241293,ERG7,plus,856470,
NC_001140.6,241664,241840,NOP10,plus,856471,
NC_001140.6,242582,245572,OSH3,plus,856472,
NC_001140.6,246193,248337,QNS1,plus,856473,
NC_001140.6,248439,249641,PPE1,minus,856474,
NC_001140.6,251101,252225,PTC7,plus,856475,
NC_001140.6,252374,255756,NMD2,minus,856476,
NC_001140.6,256360,258018,,plus,856477,
NC_001140.6,258244,261591,IRE1,minus,856478,
NC_001140.6,262192,262553,SAE3,minus,856479,
NC_001140.6,262801,266838,LAM4,minus,856480,
NC_001140.6,267538,268092,LRP1,plus,856481,
NC_001140.6,268459,271548,KSP1,minus,856482,
NC_001140.6,272627,273616,SAM35,plus,856483,
NC_001140.6,274174,276240,STE12,plus,856484,
NC_001140.6,276764,277768,IPI1,plus,856485,
NC_001140.6,278153,279724,NAM8,plus,856486,
NC_001140.6,280231,280392,,plus,1466529,
NC_001140.6,280820,281155,RTC3,plus,856487,
NC_001140.6,281495,282382,RPF1,plus,856488,
NC_001140.6,282681,283298,GAR1,minus,856489,
NC_001140.6,283777,284625,YNG2,minus,856490,
NC_001140.6,284839,286770,MSR1,minus,856491,
NC_001140.6,287081,288811,HXT4,minus,856492,
NC_001140.6,289142,289690,AHT1,plus,856493,
NC_001140.6,290913,292625,HXT1,minus,856494,
NC_001140.6,294669,296447,HXT5,minus,856496,
NC_001140.6,297385,298609,PAL2,minus,856497,
NC_001140.6,299145,301934,SFB3,minus,856498,
NC_001140.6,302761,313995,TRA1,plus,856499,
NC_001140.6,314116,314673,GEP4,minus,856500,
NC_001140.6,314874,315968,BIG1,minus,856501,
NC_001140.6,316572,319814,KIC1,plus,856502,
NC_001140.6,320414,322972,SBE22,plus,856503,
NC_001140.6,323409,324392,GRE3,plus,856504,
NC_001140.6,324766,325410,YPT35,plus,856505,
NC_001140.6,325598,326626,TRR2,plus,856506,
NC_001140.6,326813,328036,CDC12,minus,856507,
NC_001140.6,328303,330060,GGA2,plus,856508,
NC_001140.6,330310,332067,CTM1,plus,856509,
NC_001140.6,332282,332920,ERP5,plus,856510,
NC_001140.6,333072,334394,UBA4,plus,856511,
NC_001140.6,334527,335663,,minus,856512,
NC_001140.6,336337,337809,APE4,plus,856513,
NC_001140.6,338083,339984,BZZ1,plus,856514,
NC_001140.6,340109,341359,DMA1,minus,856515,
NC_001140.6,341665,342120,COX23,plus,856516,
NC_001140.6,342349,344268,TOM71,plus,856517,
NC_001140.6,344321,345628,ORC6,minus,856518,
NC_001140.6,346043,349285,SET1,plus,856519,
NC_001140.6,349574,352453,MSH1,plus,856520,
NC_001140.6,352756,353319,LSM12,plus,856521,
NC_001140.6,353625,354320,CIA2,plus,856522,
NC_001140.6,354815,356081,EPT1,plus,856523,
NC_001140.6,356561,358444,NDT80,plus,856524,
NC_001140.6,358478,358569,,minus,856525,
NC_001140.6,358858,359163,,plus,856526,
NC_001140.6,359702,360181,ANS1,minus,856527,
NC_001140.6,360913,361644,,plus,856528,
NC_001140.6,362115,362765,FUR1,plus,856529,
NC_001140.6,362999,364153,ARP1,minus,856530,
NC_001140.6,364965,365300,,minus,856531,
NC_001140.6,365340,367892,,minus,856532,
NC_001140.6,368502,369794,ECM14,minus,856533,
NC_001140.6,370054,370449,IGO2,plus,856534,
NC_001140.6,370722,371597,NSG1,minus,856535,
NC_001140.6,371749,372558,WSS1,plus,856536,
NC_001140.6,372694,374310,YCK1,minus,856537,
NC_001140.6,374654,375100,SPL2,minus,856538,
NC_001140.6,375709,377250,ARO9,plus,856539,
NC_001140.6,377355,377699,,minus,856540,
NC_001140.6,378219,379199,SPS100,minus,856541,
NC_001140.6,380108,380419,,minus,856542,
NC_001140.6,380572,381291,,plus,856543,
NC_001140.6,381540,381727,,plus,9164901,
NC_001140.6,381990,382751,RPL42B,minus,856544,
NC_001140.6,383538,384488,CHS7,plus,856545,
NC_001140.6,385510,386487,DSE2,plus,856546,
NC_001140.6,387233,387445,RPC10,plus,856547,
NC_001140.6,387788,388726,DCD1,minus,856548,
NC_001140.6,388893,388995,SUF8,minus,856549,
NC_001140.6,390300,391697,CRP1,plus,856551,
NC_001140.6,392639,393283,MRPL6,minus,856552,
NC_001140.6,393534,394085,IMP3,plus,856553,
NC_001140.6,394455,396659,SKG6,minus,856554,
NC_001140.6,397251,398990,PEX28,plus,856555,
NC_001140.6,399268,400848,MTC6,minus,856556,
NC_001140.6,401434,401955,SPO12,plus,856557,
NC_001140.6,402086,402682,SPO16,minus,856558,
NC_001140.6,402966,406178,RTT107,plus,856559,
NC_001140.6,407103,410789,LAM1,plus,856560,
NC_001140.6,411228,411317,,plus,9164902,
NC_001140.6,411384,412406,LIN1,minus,856561,
NC_001140.6,412907,413455,REC104,plus,856562,
NC_001140.6,413685,417179,KEL1,minus,856563,
NC_001140.6,417549,419063,TDA11,plus,856564,
NC_001140.6,419221,420072,PEX18,minus,856565,
NC_001140.6,420373,422286,YAP1801,minus,856566,
NC_001140.6,423072,423461,MPC2,plus,856567,
NC_001140.6,423724,424473,SOL3,plus,856568,
NC_001140.6,424610,429178,DNA2,minus,856569,
NC_001140.6,429707,436948,PRP8,minus,856570,
NC_001140.6,437170,439050,CDC23,minus,856571,
NC_001140.6,439342,440127,THP2,plus,856572,
NC_001140.6,440377,441933,MTG2,plus,856573,
NC_001140.6,442181,443476,DBP8,plus,856574,
NC_001140.6,443828,445384,NMD3,plus,856575,
NC_001140.6,445713,447605,ATG7,plus,856576,
NC_001140.6,448335,450806,SPC97,plus,856577,
NC_001140.6,450815,451153,,minus,856578,
NC_001140.6,451327,452640,ENO2,plus,856579,
NC_001140.6,452872,453441,CTR2,plus,856580,
NC_001140.6,453558,453707,,plus,1466530,
NC_001140.6,454229,455527,FMO1,plus,856581,
NC_001140.6,456591,457952,ROF1,plus,856582,
NC_001140.6,459299,461530,STB5,plus,856583,
NC_001140.6,462502,463704,OYE2,plus,856584,
NC_001140.6,465178,465669,,plus,856585,
NC_001140.6,466990,467061,,plus,856586,
NC_001140.6,467228,467914,SVP26,plus,856587,
NC_001140.6,468219,470576,,plus,856588,
NC_001140.6,470960,472429,GND1,plus,856589,
NC_001140.6,472744,474459,SSP1,plus,856590,
NC_001140.6,474627,475340,PFS1,minus,856591,
NC_001140.6,475706,475778,,minus,856592,
NC_001140.6,475999,480672,KOG1,minus,856593,
NC_001140.6,480990,481919,IKI1,plus,856594,
NC_001140.6,482005,483837,GPI16,minus,856595,
NC_001140.6,484028,484600,PTH1,plus,856596,
NC_001140.6,484845,486179,ERG9,plus,856597,
NC_001140.6,486230,486631,CTF8,minus,856598,
NC_001140.6,486826,487662,LNP1,plus,856599,
NC_001140.6,487712,488236,EGD2,minus,856600,
NC_001140.6,488657,490396,MDM31,plus,856601,
NC_001140.6,490747,491712,NVJ1,plus,856602,
NC_001140.6,491931,493658,UTP9,plus,856603,
NC_001140.6,493896,496187,RIX1,plus,856604,
NC_001140.6,496315,497280,AIM18,minus,856605,
NC_001140.6,497490,498422,AIM46,minus,856606,
NC_001140.6,498571,498859,NBL1,minus,2746858,
NC_001140.6,499079,499885,RPN10,plus,856607,
NC_001140.6,499950,501143,PPX1,minus,856608,
NC_001140.6,502388,504196,,plus,856609,
NC_001140.6,504476,505530,RPS4B,minus,856610,
NC_001140.6,506319,508709,MNL1,plus,856611,
NC_001140.6,509363,511837,SCH9,plus,856612,
NC_001140.6,512732,514600,SKN7,plus,856613,
NC_001140.6,514905,516485,SET5,minus,856614,
NC_001140.6,517532,518713,BAT1,plus,856615,
NC_001140.6,519437,520312,CRG1,plus,856616,
NC_001140.6,520712,521737,,minus,856617,
NC_001140.6,525392,528619,FLO5,plus,856618,
NC_001140.6,538742,538945,,plus,1466531,
NC_001140.6,539151,539747,,plus,856620,
NC_001140.6,540549,540782,,plus,1466532,
NC_001140.6,540800,541099,,plus,1466533,
NC_001140.6,541651,542262,,plus,856621,
NC_001140.6,543964,549346,,minus,856623,
NC_001140.6,547910,549346,,minus,856624,
NC_001140.6,550648,550941,,minus,1466534,
NC_001140.6,551200,551499,,minus,1466535,
NC_001140.6,552099,553502,PHO12,plus,856625,
NC_001140.6,554396,555967,IMD2,plus,856626,
NC_001140.6,558014,559924,,plus,856628,
NC_001140.6,560173,562047,,plus,856629,
