"Genes, RefSeq propagation from SGD, annotation version R64-2-1"
Accession,Start,Stop,Gene symbol,Strand,NCBI Gene ID,Name
NC_001145.3,243225,244064,TRM9,plus,854994,
NC_001145.3,244149,245903,UBX2,plus,854995,
NC_001145.3,246116,246751,ERV25,plus,854997,
NC_001145.3,246895,247428,RAD33,minus,854998,
NC_001145.3,247677,250868,SPT5,plus,854999,
NC_001145.3,251304,251516,MRPL39,minus,855002,
NC_001145.3,251839,252990,ERG6,minus,855003,
NC_001145.3,253162,253272,MIN4,minus,855004,
NC_001145.3,253848,255800,YAP1,plus,855005,
NC_001145.3,256092,258416,GIS4,minus,855006,
NC_001145.3,259158,259239,,minus,855007,
NC_001145.3,260221,261609,TRM12,plus,855008,
NC_001145.3,261705,262685,GLO1,minus,855009,
NC_001145.3,263483,264355,,plus,855010,
NC_001145.3,264541,266754,,plus,855011,
NC_001145.3,267174,267800,YPT7,plus,855012,
NC_001145.3,269019,271136,CDC5,minus,855013,
NC_001145.3,271347,271577,,minus,1466498,
NC_001145.3,272193,272663,MIX17,plus,855014,
NC_001145.3,273118,273714,AIM34,plus,855015,
NC_001145.3,274017,275552,MVP1,plus,855016,
NC_001145.3,276045,277211,TAF4,plus,855017,
NC_001145.3,277561,279681,PLB2,minus,855018,
NC_001145.3,279960,280340,,plus,855019,
NC_001145.3,280590,282584,PLB1,minus,855020,
NC_001145.3,284102,284641,ADI1,plus,855021,
NC_001145.3,285100,286317,ANY1,plus,855022,
NC_001145.3,288079,289704,HXT2,plus,855023,
NC_001145.3,290801,290872,,plus,855024,
NC_001145.3,291134,294967,CLU1,plus,855025,
NC_001145.3,295179,296738,SEC59,minus,855026,
NC_001145.3,297278,297364,,plus,9164958,
NC_001145.3,297506,297593,,plus,9164954,
NC_001145.3,297725,297833,,plus,9164962,
NC_001145.3,297918,298006,,plus,9164956,
NC_001145.3,298138,298225,,plus,9164964,
NC_001145.3,298307,298412,,plus,9164963,
NC_001145.3,298554,298651,,plus,9164953,
NC_001145.3,298868,300427,BUD22,plus,855028,
NC_001145.3,300869,302485,ERG5,minus,855029,
NC_001145.3,303236,305593,SOK2,minus,855030,
NC_001145.3,307489,308682,SPO20,plus,855031,
NC_001145.3,310208,311752,PEX9,plus,855032,
NC_001145.3,312156,315005,STB4,plus,855033,
NC_001145.3,315377,316903,FMS1,plus,855034,
NC_001145.3,317165,318418,MAC1,minus,855035,
NC_001145.3,318680,319177,UBC7,plus,855036,
NC_001145.3,319437,321017,MSS1,minus,855037,
NC_001145.3,321147,321219,,minus,855038,
NC_001145.3,321875,323047,MRPL3,plus,855039,
NC_001145.3,323300,324187,CSI1,plus,855040,
NC_001145.3,324236,325435,PEX12,minus,855041,
NC_001145.3,325877,327289,,plus,855042,
NC_001145.3,327482,328582,TAP42,plus,855043,
NC_001145.3,328660,330231,FAR8,minus,855044,
NC_001145.3,330793,331923,RSF1,plus,855045,
NC_001145.3,332212,334743,EIS1,minus,855047,
NC_001145.3,335298,337307,HOF1,plus,855048,
NC_001145.3,337313,337603,,plus,1466499,
NC_001145.3,337788,339277,ARP9,plus,855049,
NC_001145.3,339418,340722,RCH1,minus,855050,
NC_001145.3,341142,341675,IMP2,plus,855051,
NC_001145.3,341856,343520,MIH1,minus,855052,
NC_001145.3,344403,346517,MSN2,minus,855053,
NC_001145.3,347511,348260,CCS1,minus,855054,
NC_001145.3,348644,349522,SUB1,minus,855055,
NC_001145.3,350381,350863,YET2,plus,855056,
NC_001145.3,350966,351973,ARA2,minus,855057,
NC_001145.3,352280,352370,,plus,855058,
NC_001145.3,352603,353136,ARG80,plus,855059,
NC_001145.3,353871,354731,MCM1,plus,855060,
NC_001145.3,355384,356811,IOC4,plus,855061,
NC_001145.3,357359,362627,,minus,855062,
NC_001145.3,361305,362627,,minus,855063,
NC_001145.3,363064,363135,,plus,855065,
NC_001145.3,363364,366705,NUP116,minus,855066,
NC_001145.3,366981,367934,CSM3,plus,855067,
NC_001145.3,368094,370517,ERB1,minus,855068,
NC_001145.3,372445,372518,,minus,855069,
NC_001145.3,373057,378325,,minus,855070,
NC_001145.3,377003,378325,,minus,855071,
NC_001145.3,379303,379408,,minus,855072,
NC_001145.3,379586,380200,FAR3,plus,855073,
NC_001145.3,380346,382898,STB2,minus,855075,
NC_001145.3,383303,385975,STV1,plus,855076,
NC_001145.3,386101,387021,BUB2,minus,855077,
NC_001145.3,387315,388244,AAC1,minus,855078,
NC_001145.3,388822,390732,FET3,plus,855080,
NC_001145.3,391099,391485,SEN15,plus,855081,
NC_001145.3,391532,392515,SAM37,minus,855082,
NC_001145.3,392755,394788,RNA14,plus,855083,
NC_001145.3,395054,396379,ARG7,minus,855084,
NC_001145.3,397077,397796,RIM9,plus,855085,
NC_001145.3,397903,399459,AEP1,plus,855086,
NC_001145.3,399702,401216,KAR5,plus,855087,
NC_001145.3,401541,404237,SOV1,plus,855088,
NC_001145.3,404323,405573,UBX4,minus,855089,
NC_001145.3,406304,407584,AVO2,plus,855090,
NC_001145.3,407709,408566,NAT4,plus,855091,
NC_001145.3,409154,410626,MOT3,plus,855092,
NC_001145.3,410762,411265,TVP18,minus,855093,
NC_001145.3,411569,412120,ABF2,plus,855094,
NC_001145.3,412268,412873,IRC21,minus,855095,
NC_001145.3,413036,413473,SDD2,minus,855096,
NC_001145.3,413982,416036,RCO1,plus,855097,
NC_001145.3,416196,420029,PDS5,minus,855099,
NC_001145.3,420588,420661,,minus,855100,
NC_001145.3,421484,422149,VPS20,minus,855101,
NC_001145.3,422503,424728,CTF18,minus,855102,
NC_001145.3,424989,426059,SEC14,plus,855103,
NC_001145.3,426712,429627,NAM7,minus,855104,
NC_001145.3,430079,431095,ISF1,minus,855105,
NC_001145.3,431769,432125,,minus,855106,
NC_001145.3,434788,435915,ADH3,plus,855107,
NC_001145.3,436628,437416,,plus,855108,
NC_001145.3,437491,438789,,plus,855109,
NC_001145.3,439208,442090,SEG1,plus,855110,
NC_001145.3,442527,443381,PDL32,plus,855112,
NC_001145.3,443414,445102,VBA1,minus,855113,
NC_001145.3,445609,448086,YTA12,minus,855114,
NC_001145.3,449245,449928,,plus,855115,
NC_001145.3,450058,451365,NPL6,minus,855116,
NC_001145.3,451632,453479,AIP1,minus,855117,
NC_001145.3,454015,455556,UTP15,plus,855118,
NC_001145.3,455825,457261,CTF13,plus,855119,
NC_001145.3,457285,457959,SNO1,minus,855120,
NC_001145.3,458408,459301,SNZ1,plus,855121,
NC_001145.3,459424,460527,MTG1,minus,855122,
NC_001145.3,460771,462609,ATP25,minus,855123,
NC_001145.3,463554,463625,,plus,855124,
NC_001145.3,463934,464827,,minus,855125,
NC_001145.3,466300,468162,MUB1,plus,855126,
NC_001145.3,468445,469476,SRT1,minus,855127,
NC_001145.3,469848,472352,,minus,855128,
NC_001145.3,472902,473264,,minus,855129,
NC_001145.3,473420,475453,YPK2,minus,855130,
NC_001145.3,475897,477606,PGM2,minus,855131,
NC_001145.3,478064,478258,,plus,1466500,
NC_001145.3,478301,480190,YKU80,minus,855132,
NC_001145.3,480621,480693,,minus,855133,
NC_001145.3,483014,483361,SPG4,plus,855134,
NC_001145.3,484084,486147,ILV2,plus,855135,
NC_001145.3,486587,490246,MYO5,plus,855136,
NC_001145.3,490394,491992,HFD1,minus,855137,
NC_001145.3,492404,493792,EUC1,minus,855138,
NC_001145.3,494100,494495,MED11,minus,855139,
NC_001145.3,494999,496282,FOL3,plus,855140,
NC_001145.3,496343,497449,,minus,855141,
NC_001145.3,497704,499209,MGR3,plus,855142,
NC_001145.3,499456,500688,ASC1,minus,855143,
NC_001145.3,499984,500072,,minus,9164952,
NC_001145.3,501250,501891,SPC24,minus,855144,
NC_001145.3,502144,502734,SHH3,minus,855145,
NC_001145.3,504895,505008,,plus,855146,
NC_001145.3,505333,507207,ASI1,plus,855147,
NC_001145.3,507502,509280,ADE17,minus,855149,
NC_001145.3,509734,510348,RPL15B,minus,855150,
NC_001145.3,510701,511075,,minus,855151,
NC_001145.3,511315,511569,NCW1,plus,855152,
NC_001145.3,513593,513961,PKR1,plus,855153,
NC_001145.3,514456,517287,EPO1,plus,855154,
NC_001145.3,517539,520446,STO1,plus,855155,
NC_001145.3,520761,521789,DLT1,minus,855156,
NC_001145.3,522329,523345,SAS2,minus,855157,
NC_001145.3,523696,527499,ECM16,plus,855158,
NC_001145.3,527804,531817,POM152,plus,855159,
NC_001145.3,532119,533027,DPI35,plus,855160,
NC_001145.3,533163,534698,RRB1,minus,855161,
NC_001145.3,534944,535570,JLP2,minus,855162,
NC_001145.3,536207,537609,REC114,plus,855163,
NC_001145.3,537838,538551,ERG29,plus,855164,
NC_001145.3,538689,540056,GID8,minus,855166,
NC_001145.3,541199,542881,GAT2,plus,855167,
NC_001145.3,542978,544963,PSO2,minus,855168,
NC_001145.3,545155,545730,CIN4,plus,855169,
NC_001145.3,546125,547237,RIM11,plus,855170,
NC_001145.3,547714,549183,SIP5,plus,855171,
NC_001145.3,549736,550044,,minus,855172,
NC_001145.3,550206,551207,RPL13B,minus,855173,
NC_001145.3,551928,552903,RPS16A,plus,855174,
NC_001145.3,553362,554390,FDO1,plus,855175,
NC_001145.3,554793,556475,NDE1,minus,855176,
NC_001145.3,557481,558524,TIF34,minus,855177,
NC_001145.3,559199,559870,LDO45,plus,855178,
NC_001145.3,560366,560812,LDO16,plus,855179,
NC_001145.3,560996,561856,SWP1,plus,855180,
NC_001145.3,561956,562528,IMP1,minus,855182,
NC_001145.3,563096,564193,YIM1,plus,855183,
NC_001145.3,564435,565862,NUP53,plus,855184,
NC_001145.3,565999,568182,RIM13,minus,855186,
NC_001145.3,568551,570194,,plus,855187,
NC_001145.3,570300,571016,TPP1,minus,855188,
NC_001145.3,571277,572044,AIM36,minus,855189,
NC_001145.3,572248,572715,MRPS8,plus,855190,
NC_001145.3,572883,572955,EMT4,minus,855191,
NC_001145.3,573194,573331,,minus,855192,
NC_001145.3,574476,574928,ATG16,minus,855194,
NC_001145.3,575066,577516,,plus,855195,
NC_001145.3,577718,578392,HLJ1,plus,855196,
NC_001145.3,578951,583921,DNF3,minus,855197,
NC_001145.3,584271,586388,INP2,minus,855198,
NC_001145.3,586636,586709,,minus,855199,
NC_001145.3,587274,589550,MSS11,minus,855200,
NC_001145.3,590040,592628,PAH1,minus,855201,
NC_001145.3,593367,594473,MME1,minus,855202,
NC_001145.3,594886,597195,MLH1,plus,855203,
NC_001145.3,597332,599158,CEP3,minus,855204,
NC_001145.3,599352,600872,ALD3,minus,855205,
NC_001145.3,601562,603082,ALD2,minus,855206,
NC_001145.3,603868,605520,EAR1,minus,855207,
NC_001145.3,605981,608140,HOT1,plus,855208,
NC_001145.3,608689,609981,DDR48,plus,855210,
NC_001145.3,610159,610365,PAI3,minus,855212,
NC_001145.3,611016,611255,SIP18,plus,855213,
NC_001145.3,611314,611508,,plus,1466501,
NC_001145.3,611740,615975,ECM5,plus,855214,
NC_001145.3,616566,618098,MMT1,plus,855215,
NC_001145.3,618479,619303,FPY1,plus,855216,
NC_001145.3,619858,622134,SPT21,plus,855217,
NC_001145.3,622251,623213,CTL1,minus,855218,
NC_001145.3,623616,624080,,minus,855219,
NC_001145.3,624532,625167,RGM1,minus,855220,
NC_001145.3,625811,625897,MIN3,plus,1466502,
NC_001145.3,626349,626654,,plus,9164955,
NC_001145.3,626921,627808,SSO2,minus,855221,
NC_001145.3,628189,628785,ADD37,plus,855222,
NC_001145.3,629025,631970,RTP1,plus,855223,
NC_001145.3,632355,634472,HSC82,plus,855224,
NC_001145.3,634689,635984,,minus,855225,
NC_001145.3,636291,637004,MRPS17,minus,855226,
NC_001145.3,637500,640604,GCV2,plus,855227,
NC_001145.3,640915,645258,SGS1,minus,855228,
NC_001145.3,645656,646777,SPG5,plus,855229,
NC_001145.3,647118,649280,GYL1,plus,855230,
NC_001145.3,650036,650812,MRPL24,plus,855231,
NC_001145.3,651145,651910,RPL36A,plus,855232,
NC_001145.3,652275,652532,,plus,9164951,
NC_001145.3,652594,652887,CMC4,minus,1466503,
NC_001145.3,654034,654417,ICY1,plus,855235,
NC_001145.3,655076,658342,,plus,855236,
NC_001145.3,658545,659198,VTI1,minus,855237,
NC_001145.3,659745,661529,CIK1,plus,855238,
NC_001145.3,662644,664284,CLN1,plus,855239,
NC_001145.3,664752,665522,ROT1,plus,855240,
NC_001145.3,665845,667044,RAD14,minus,855241,
NC_001145.3,667288,667456,,minus,9164961,
NC_001145.3,667537,668205,ERG2,plus,855242,
NC_001145.3,668492,669655,TOM40,plus,855243,
NC_001145.3,670063,671325,INP1,minus,855244,
NC_001145.3,671887,674766,PFK2,minus,855245,
NC_001145.3,675896,676837,,plus,855246,
NC_001145.3,677193,683564,HFA1,minus,855247,
NC_001145.3,684467,685798,ERG12,plus,855248,
NC_001145.3,685911,687284,,minus,855249,
NC_001145.3,687516,688865,MGL2,plus,855250,
NC_001145.3,689083,690510,DML1,plus,855251,
NC_001145.3,690695,693043,EFR3,minus,855252,
NC_001145.3,693381,695153,CEF1,plus,855253,
NC_001145.3,695350,696483,SCJ1,plus,855254,
NC_001145.3,696796,698370,GAS3,plus,855255,
NC_001145.3,698811,701039,SKY1,minus,855256,
NC_001145.3,701790,703367,GUA1,plus,855257,
NC_001145.3,703579,706887,TRS130,minus,855258,
NC_001145.3,707133,712109,ESC1,plus,855259,
NC_001145.3,712316,713671,ERG8,plus,855260,
NC_001145.3,713931,715445,FMP42,minus,855261,
NC_001145.3,715638,716309,FSH2,minus,855262,
NC_001145.3,716715,718130,UBP8,plus,855263,
NC_001145.3,718575,720653,MRE11,minus,855264,
NC_001145.3,720960,721403,MRPL44,minus,855265,
NC_001145.3,721593,722396,,minus,855266,
NC_001145.3,722613,724385,TAF7,minus,855267,
NC_001145.3,724626,725651,MTF1,plus,855268,
NC_001145.3,725934,731123,RRP5,minus,855269,
NC_001145.3,732414,733141,RPS10B,plus,855270,
NC_001145.3,733268,733456,,plus,1466504,
NC_001145.3,733545,736634,PEP5,plus,855271,
NC_001145.3,736926,738959,FUS2,plus,855272,
NC_001145.3,739185,739865,TRI1,plus,855273,
NC_001145.3,740266,741312,RNH1,plus,855274,
NC_001145.3,741512,742735,RNA1,minus,855275,
NC_001145.3,742971,743444,TAF9,plus,855276,
NC_001145.3,743749,745923,BCH1,plus,855277,
NC_001145.3,746353,747729,DFG5,plus,855278,
NC_001145.3,747892,747963,,minus,855279,
NC_001145.3,748262,749677,RNT1,minus,855280,
NC_001145.3,749930,751240,CUS1,minus,855281,
NC_001145.3,751961,752905,YHM2,plus,855282,
NC_001145.3,753225,754220,RPL20A,minus,855283,
NC_001145.3,754297,754386,,plus,1466505,
NC_001145.3,754838,756166,ZRC1,minus,855284,
NC_001145.3,757250,758317,,plus,855285,
NC_001145.3,758517,758831,COA6,minus,855287,
NC_001145.3,759807,761891,FAA4,plus,855288,
NC_001145.3,762110,763113,,minus,9164959,
NC_001145.3,763351,768039,RKR1,minus,855289,
NC_001145.3,768369,768441,,minus,855290,
NC_001145.3,769283,769426,,plus,1466506,
NC_001145.3,770801,772558,GAD1,plus,855291,
NC_001145.3,772915,774015,GTO3,plus,855292,
NC_001145.3,774752,774931,HOR7,plus,855293,
NC_001145.3,775315,775719,MLO1,minus,855294,
NC_001145.3,775946,777190,,minus,855295,
NC_001145.3,777615,777923,,minus,855296,
NC_001145.3,778001,778567,GFD1,plus,855297,
NC_001145.3,778945,779127,COX7,minus,855298,
NC_001145.3,779629,782031,PET111,minus,855299,
NC_001145.3,782620,784281,ROY1,minus,855300,
NC_001145.3,784621,788883,TRM732,minus,855301,
NC_001145.3,789378,789839,TIF11,minus,855302,
NC_001145.3,790205,793369,TPS3,minus,855303,
NC_001145.3,793726,794667,,plus,855304,
NC_001145.3,794919,795524,SAP30,plus,855305,
NC_001145.3,795805,796416,CUE1,plus,855306,
NC_001145.3,796540,797925,,minus,855307,
NC_001145.3,798518,801379,RSN1,plus,855308,
NC_001145.3,801772,802704,PPA2,plus,855309,
NC_001145.3,802888,804222,PRP24,minus,855310,
NC_001145.3,804456,805091,TMA23,plus,855311,
NC_001145.3,805326,806423,RRN9,minus,855312,
NC_001145.3,806865,807548,URA10,minus,855313,
NC_001145.3,808246,808317,CDC65,minus,855314,
NC_001145.3,809623,810777,SCS7,minus,855315,
NC_001145.3,811089,811196,,plus,1466507,
NC_001145.3,811233,813980,ZDS1,minus,855316,
NC_001145.3,814364,815311,RCE1,minus,855317,
NC_001145.3,815651,818581,BUL1,minus,855318,
NC_001145.3,818827,819948,DSK2,plus,855319,
NC_001145.3,820256,822454,FCP1,plus,855320,
NC_001145.3,822763,824631,PRM15,plus,855321,
NC_001145.3,824729,826351,ATR2,minus,855322,
NC_001145.3,827028,831329,CAT8,minus,855323,
NC_001145.3,832339,833253,GPI12,plus,855324,
NC_001145.3,833356,835098,AEP2,minus,855325,
NC_001145.3,835326,836867,RIT1,minus,855326,
NC_001145.3,837928,838016,SUP8,plus,855327,
NC_001145.3,838187,839995,YKU70,plus,855328,
NC_001145.3,840144,841691,NGL2,minus,855329,
NC_001145.3,841942,842202,MRPL33,plus,855330,
NC_001145.3,842436,845345,DSS1,minus,855331,
NC_001145.3,845571,848486,HSH155,plus,855332,
NC_001145.3,848685,849809,ABZ2,plus,855333,
NC_001145.3,850074,851591,HAS1,minus,855335,
NC_001145.3,852630,854390,TDA1,plus,855336,
NC_001145.3,854795,855293,GOT1,plus,855337,
NC_001145.3,855399,856793,HER2,minus,855338,
NC_001145.3,856966,858087,JNM1,plus,855339,
NC_001145.3,858297,858890,,minus,855341,
NC_001145.3,859215,860891,LCB1,minus,855342,
NC_001145.3,861922,863520,PRC1,plus,855343,
NC_001145.3,863819,864271,LIP1,plus,855344,
NC_001145.3,864412,865350,DYN3,minus,855345,
NC_001145.3,865559,867091,ADE4,minus,855346,
NC_001145.3,867555,869627,ATM1,minus,855347,
NC_001145.3,870073,872625,YME2,minus,855348,
NC_001145.3,873291,874337,ADH2,minus,855349,
NC_001145.3,874987,878679,UBP15,plus,855350,
NC_001145.3,879063,880232,SCW10,minus,855352,
NC_001145.3,881159,886516,FKS3,plus,855353,
NC_001145.3,887003,888682,GAS1,plus,855355,
NC_001145.3,888952,892221,PSE1,minus,855356,
NC_001145.3,892988,895426,NIP1,minus,855357,
NC_001145.3,895716,896669,,minus,855358,
NC_001145.3,896914,897603,GLC8,minus,855359,
NC_001145.3,898405,899226,ELP6,plus,855360,
NC_001145.3,899379,901307,TGL3,minus,855361,
NC_001145.3,901709,902413,PRE5,plus,855362,
NC_001145.3,902800,903849,,plus,855363,
NC_001145.3,904286,904393,,plus,1466508,
NC_001145.3,904825,905835,DIA1,plus,855364,
NC_001145.3,905662,905973,,minus,855365,
NC_001145.3,907364,910786,,plus,855366,
NC_001145.3,911061,912143,ADH6,minus,855368,
NC_001145.3,912880,914538,FET4,minus,855369,
NC_001145.3,916746,917051,,plus,855370,
NC_001145.3,917579,917896,,minus,855371,
NC_001145.3,918366,919079,SNO4,minus,855372,
NC_001145.3,920088,921401,ERR3,plus,855373,
NC_001145.3,922641,923015,PAU19,plus,855375,
