"Genes, RefSeq propagation from SGD, annotation version R64-2-1"
Accession,Start,Stop,Gene symbol,Strand,NCBI Gene ID,Name
NC_001148.4,121767,125357,NEW1,plus,855875,
NC_001148.4,126006,126446,,plus,855876,
NC_001148.4,126634,128088,MMT2,minus,855877,
NC_001148.4,128632,129138,GRE1,minus,855878,
NC_001148.4,130162,132228,FMP40,plus,855879,
NC_001148.4,133043,135424,FLC1,plus,855880,
NC_001148.4,135790,136443,RPL1A,plus,855881,
NC_001148.4,136750,138228,PCL8,plus,855882,
NC_001148.4,138698,139409,SAR1,plus,855883,
NC_001148.4,139620,143171,BMS1,minus,855884,
NC_001148.4,143821,147129,,plus,855885,
NC_001148.4,147416,148423,CBP3,plus,855886,
NC_001148.4,148569,150191,THI6,minus,855887,
NC_001148.4,150614,151330,LEA1,plus,855888,
NC_001148.4,151515,153149,PUS1,minus,855889,
NC_001148.4,153495,154040,NIP7,plus,855890,
NC_001148.4,154290,156212,SRP72,minus,855891,
NC_001148.4,156490,157593,IPL1,minus,855892,
NC_001148.4,157842,159593,RKM1,plus,855893,
NC_001148.4,159909,162341,TYW1,plus,855894,
NC_001148.4,162632,163597,PGC1,minus,855895,
NC_001148.4,164276,165760,HRR25,plus,855897,
NC_001148.4,166256,167398,TPK2,plus,855898,
NC_001148.4,168088,169338,AFT2,minus,855899,
NC_001148.4,169770,171155,YIG1,minus,855900,
NC_001148.4,171484,171954,CSM4,plus,855901,
NC_001148.4,172033,172755,,minus,855902,
NC_001148.4,173152,174702,RPL7B,plus,855903,
NC_001148.4,173827,173904,,plus,9164987,
NC_001148.4,175043,175864,OXR1,plus,855905,
NC_001148.4,176223,179021,APL5,plus,855906,
NC_001148.4,179277,181115,DDC1,plus,855907,
NC_001148.4,181403,182548,RSA1,plus,855908,
NC_001148.4,182655,183056,PRM3,minus,855909,
NC_001148.4,183597,184679,,minus,855910,
NC_001148.4,185317,187725,NAB3,minus,855911,
NC_001148.4,188307,188513,COA2,minus,1466518,
NC_001148.4,189154,190983,GUP2,plus,855912,
NC_001148.4,191406,192650,POS5,plus,855913,
NC_001148.4,193648,194145,MF(ALPHA)1,plus,855914,
NC_001148.4,194512,195426,UIP4,minus,855916,
NC_001148.4,195950,197788,MRN1,minus,855917,
NC_001148.4,199095,199376,RTC6,plus,855918,
NC_001148.4,199495,202536,RTT10,minus,855919,
NC_001148.4,203421,204941,CTI6,plus,855920,
NC_001148.4,205248,207647,TCO89,plus,855922,
NC_001148.4,208157,209806,PPQ1,plus,855923,
NC_001148.4,210192,210263,,minus,855924,
NC_001148.4,212158,212784,CBC2,plus,855925,
NC_001148.4,213042,213962,CUP9,minus,855926,
NC_001148.4,216012,218363,TRE1,minus,855927,
NC_001148.4,218630,220088,SPT14,plus,855928,
NC_001148.4,220167,222773,NIP100,minus,855929,
NC_001148.4,223143,224036,MRPL40,plus,855930,
NC_001148.4,224353,225741,COX10,minus,855931,
NC_001148.4,226169,227371,OYE3,minus,855932,
NC_001148.4,228314,228772,DAP1,plus,855933,
NC_001148.4,229039,230838,MEX67,minus,855934,
NC_001148.4,231217,232509,MRX4,plus,855935,
NC_001148.4,232593,237107,REV3,minus,855936,
NC_001148.4,237338,237979,ATG29,plus,855937,
NC_001148.4,237956,239077,SET6,minus,855938,
NC_001148.4,239350,241497,MLH3,minus,855939,
NC_001148.4,241918,242700,SVS1,minus,855940,
NC_001148.4,243206,244027,,minus,855941,
NC_001148.4,244319,246220,BEM4,minus,855942,
NC_001148.4,246990,250262,CDC60,plus,855943,
NC_001148.4,250907,251668,PET20,minus,855944,
NC_001148.4,252034,254310,AIM44,minus,855945,
NC_001148.4,254814,255761,TGS1,plus,855946,
NC_001148.4,255913,256767,PRM4,minus,855947,
NC_001148.4,257216,259336,KIP2,minus,855948,
NC_001148.4,259714,260931,PEP4,minus,855949,
NC_001148.4,261727,264192,RAD53,minus,855950,
NC_001148.4,264602,264700,,plus,1466519,
NC_001148.4,265028,266104,RRD2,plus,855951,
NC_001148.4,266180,267535,PRP46,minus,855952,
NC_001148.4,268188,270893,,plus,855953,
NC_001148.4,271310,272194,ATG5,plus,855954,
NC_001148.4,272294,272815,PPT2,minus,855955,
NC_001148.4,273255,275867,PXA1,plus,855956,
NC_001148.4,276162,277529,NOP53,minus,855957,
NC_001148.4,278395,279699,KES1,minus,855958,
NC_001148.4,280480,280926,POC4,plus,855959,
NC_001148.4,281056,281517,,minus,9164985,
NC_001148.4,282122,282970,RPL33A,plus,855960,
NC_001148.4,283464,286061,FRK1,minus,855962,
NC_001148.4,287514,289034,MKK2,minus,855963,
NC_001148.4,289669,291051,UME1,minus,855964,
NC_001148.4,291366,292427,SPP1,minus,855965,
NC_001148.4,292817,296647,GIP3,minus,855967,
NC_001148.4,297553,298050,ISU1,plus,855968,
NC_001148.4,298571,299503,ODC1,minus,855969,
NC_001148.4,299888,301228,RDS2,minus,855970,
NC_001148.4,301716,302618,COX11,plus,855971,
NC_001148.4,303121,304014,RPL5,plus,855972,
NC_001148.4,304387,305058,SPO19,plus,855973,
NC_001148.4,305298,306137,TAF14,plus,855974,
NC_001148.4,306533,308221,TBF1,minus,855975,
NC_001148.4,308828,309604,HHO1,minus,855976,
NC_001148.4,310210,312900,NAN1,plus,855977,
NC_001148.4,313388,316486,KAP120,plus,855978,
NC_001148.4,316755,317516,SPC29,plus,855979,
NC_001148.4,317641,318945,RNY1,minus,855980,
NC_001148.4,319226,320767,TFB2,minus,855981,
NC_001148.4,320962,321630,MEI5,minus,855982,
NC_001148.4,322071,323744,VPS30,plus,855983,
NC_001148.4,324024,324287,,minus,1466520,
NC_001148.4,324411,326264,DBP1,minus,855984,
NC_001148.4,326628,327662,MRP51,plus,855985,
NC_001148.4,327864,328730,IDI1,minus,855986,
NC_001148.4,329606,331699,HOS3,plus,855987,
NC_001148.4,332100,335486,BEM3,minus,855988,
NC_001148.4,335953,337143,,minus,855990,
NC_001148.4,337436,338620,PEX25,minus,855991,
NC_001148.4,338848,338919,IMT2,minus,855992,
NC_001148.4,339944,340945,CAR1,plus,855993,
NC_001148.4,341068,344739,GDE1,minus,855994,
NC_001148.4,345264,347389,MCO76,minus,855995,
NC_001148.4,348446,348952,,plus,855996,
NC_001148.4,349119,349865,DPC25,plus,855997,
NC_001148.4,350194,352275,SSE1,minus,855998,
NC_001148.4,352863,355412,SYH1,minus,855999,
NC_001148.4,355700,357676,MSD1,plus,856000,
NC_001148.4,358000,359406,FMP30,minus,856001,
NC_001148.4,360209,361579,ELP4,plus,856002,
NC_001148.4,361872,363362,ATG21,plus,856004,
NC_001148.4,363520,364068,INA17,minus,856005,
NC_001148.4,364386,364727,MGR2,minus,856006,
NC_001148.4,364952,366430,MSY1,plus,856007,
NC_001148.4,366529,366735,ERI1,minus,856008,
NC_001148.4,366927,368018,PNG1,plus,856009,
NC_001148.4,368071,369441,EEB1,minus,856010,
NC_001148.4,369839,370663,SEC62,minus,856011,
NC_001148.4,370978,372921,NOG1,plus,856012,
NC_001148.4,373793,375169,SSU1,plus,856013,
NC_001148.4,375502,376953,GLR1,plus,856014,
NC_001148.4,377291,378395,RPS6A,minus,856015,
NC_001148.4,379120,381150,RLM1,minus,856016,
NC_001148.4,381965,382993,,plus,856017,
NC_001148.4,383455,384408,YDC1,plus,856018,
NC_001148.4,384773,386446,ELP3,minus,856019,
NC_001148.4,387067,393654,SEC16,plus,856020,
NC_001148.4,394038,396572,BRO1,plus,856021,
NC_001148.4,396702,398105,SEN54,minus,856022,
NC_001148.4,398480,404083,MOT1,minus,856023,
NC_001148.4,404950,406044,RPS9A,plus,856024,
NC_001148.4,406172,406498,,minus,856025,
NC_001148.4,406636,407539,RPL21B,plus,856026,
NC_001148.4,408010,408744,ATP4,minus,856027,
NC_001148.4,409368,410090,,minus,856028,
NC_001148.4,410443,411285,GPI2,plus,856029,
NC_001148.4,412254,415362,GCR1,plus,856030,
NC_001148.4,415763,418027,YTA6,plus,856031,
NC_001148.4,418512,420011,UBP16,plus,856032,
NC_001148.4,420048,420518,,minus,856034,
NC_001148.4,420948,422786,MUK1,plus,856035,
NC_001148.4,422885,423892,BTS1,minus,856036,
NC_001148.4,424215,425096,,minus,856037,
NC_001148.4,425251,425847,HTC1,minus,856038,
NC_001148.4,426233,427672,RGL1,plus,856039,
NC_001148.4,427927,428655,VPS28,plus,856040,
NC_001148.4,428711,429616,CWC27,minus,856041,
NC_001148.4,429939,431369,TIM50,plus,856042,
NC_001148.4,431895,432299,,plus,856043,
NC_001148.4,432588,434090,ALD6,plus,856044,
NC_001148.4,434523,435764,MFM1,plus,856045,
NC_001148.4,435893,435964,,minus,856046,
NC_001148.4,437333,442742,,minus,856047,
NC_001148.4,444579,445031,GRX5,plus,856048,
NC_001148.4,445842,450377,PDR12,minus,856049,
NC_001148.4,451909,453057,SUR1,minus,856050,
NC_001148.4,453430,453735,LCL1,minus,856051,
NC_001148.4,453992,454990,LGE1,minus,856052,
NC_001148.4,455759,456664,LEE1,plus,856053,
NC_001148.4,457118,458458,KTR6,minus,856054,
NC_001148.4,458799,459678,OAZ1,plus,856055,
NC_001148.4,459963,460559,ARL3,plus,856056,
NC_001148.4,460779,461966,MNN9,minus,856057,
NC_001148.4,462481,463839,DIG1,minus,856058,
NC_001148.4,464401,465648,CAM1,plus,856059,
NC_001148.4,465962,466261,SGF11,plus,856060,
NC_001148.4,466644,466943,ELC1,minus,856061,
NC_001148.4,467260,469656,VPS16,plus,856062,
NC_001148.4,469939,471996,NOP4,plus,856063,
NC_001148.4,473040,474707,SSN3,minus,856065,
NC_001148.4,475118,475741,MRX11,minus,856066,
NC_001148.4,475993,479001,ISM1,minus,856067,
NC_001148.4,479225,480175,,plus,856068,
NC_001148.4,480182,480373,,plus,1466521,
NC_001148.4,480535,481068,MET31,plus,856069,
NC_001148.4,481428,481901,EGD1,minus,856070,
NC_001148.4,482843,485686,PMA2,plus,856071,
NC_001148.4,486712,487209,,plus,856072,
NC_001148.4,487362,488207,SRL4,minus,856074,
NC_001148.4,488887,491364,SVL3,minus,856075,
NC_001148.4,492018,493037,PHO85,minus,856076,
NC_001148.4,493543,495246,TRM44,plus,856077,
NC_001148.4,495506,497719,SUV3,plus,856078,
NC_001148.4,498096,499292,ERG10,plus,856079,
NC_001148.4,499665,500402,SMA1,plus,856080,
NC_001148.4,500675,502183,SKS1,minus,856081,
NC_001148.4,503517,504242,RMI1,plus,856083,
NC_001148.4,504339,506312,MET12,minus,856084,
NC_001148.4,506697,509999,RAD1,plus,856085,
NC_001148.4,511101,511664,ECM23,plus,856086,
NC_001148.4,512313,514178,ULP1,minus,856087,
NC_001148.4,514511,517018,VTC3,minus,856088,
NC_001148.4,517651,518760,CTF19,plus,856089,
NC_001148.4,518734,520233,IRC15,minus,856090,
NC_001148.4,521014,524958,SWI1,plus,856091,
NC_001148.4,525810,526883,HST2,minus,856092,
NC_001148.4,527547,528692,CIP1,plus,856093,
NC_001148.4,528985,529350,MRPS16,minus,856094,
NC_001148.4,529723,533409,RRP12,plus,856095,
NC_001148.4,533642,534703,TAF3,minus,856096,
NC_001148.4,535018,535587,RET3,plus,856097,
NC_001148.4,535820,538936,RQC2,minus,856098,
NC_001148.4,539385,541970,CHL1,plus,856099,
NC_001148.4,542082,543848,TFC8,minus,856100,
NC_001148.4,544631,548143,NCR1,plus,856101,
NC_001148.4,548486,550306,AEP3,plus,856102,
NC_001148.4,550632,551657,LSP1,minus,856103,
NC_001148.4,552020,553408,ULA1,plus,856104,
NC_001148.4,553627,554328,SNF8,minus,856105,
NC_001148.4,554605,555729,HAT1,plus,856106,
NC_001148.4,556377,557837,CIT3,plus,856107,
NC_001148.4,558385,559935,PDH1,plus,856108,
NC_001148.4,560198,560289,,minus,856109,
NC_001148.4,561504,563768,,minus,856111,
NC_001148.4,564007,565041,AIM45,minus,856112,
NC_001148.4,565787,566671,HAL1,minus,856113,
NC_001148.4,567269,568996,ICL2,minus,856114,
NC_001148.4,569336,571378,REC8,minus,856115,
NC_001148.4,572269,572339,,plus,856116,
NC_001148.4,573018,575102,HAA1,plus,856117,
NC_001148.4,576552,577358,SUT2,plus,856118,
NC_001148.4,577585,581196,RPA135,minus,856119,
NC_001148.4,582062,582134,,plus,856120,
NC_001148.4,582373,582734,MIN8,minus,5142379,
NC_001148.4,583062,584042,,minus,856121,
NC_001148.4,584632,585585,CMR3,minus,856123,
NC_001148.4,587189,587518,,minus,856124,
NC_001148.4,590283,591026,,minus,856125,
NC_001148.4,592332,593069,TIF6,minus,856126,
NC_001148.4,593486,593917,DSS4,minus,856128,
NC_001148.4,594476,596296,RLF2,plus,856129,
NC_001148.4,596750,599551,MCM4,plus,856130,
NC_001148.4,599870,600217,ATP20,plus,856131,
NC_001148.4,600649,603357,AGC1,minus,856132,
NC_001148.4,603911,607312,SDD4,minus,856133,
NC_001148.4,608826,610031,EAF3,minus,856134,
NC_001148.4,610481,612724,YME1,plus,856135,
NC_001148.4,613377,614558,CCL1,minus,856136,
NC_001148.4,615379,619014,ATH1,plus,856137,
NC_001148.4,620425,621258,,minus,856138,
NC_001148.4,622540,622631,,minus,856139,
NC_001148.4,623527,624202,YOP1,plus,856140,
NC_001148.4,624469,626967,APL4,minus,856141,
NC_001148.4,627880,631245,CSR2,plus,856142,
NC_001148.4,631515,633761,NTO1,plus,856143,
NC_001148.4,634123,637224,SRO7,plus,856144,
NC_001148.4,637379,639019,HTS1,minus,856145,
NC_001148.4,639525,640958,ARP7,plus,856146,
NC_001148.4,642208,643320,GLN1,plus,856147,
NC_001148.4,643836,645272,VMA13,plus,856148,
NC_001148.4,645950,646153,SPO24,plus,856149,
NC_001148.4,646448,647038,ERV2,minus,856152,
NC_001148.4,647305,648375,TIP41,plus,856153,
NC_001148.4,648704,649921,TIF5,plus,856154,
NC_001148.4,650435,653662,PUF2,minus,856155,
NC_001148.4,654166,654847,RPL43A,plus,856156,
NC_001148.4,655140,656552,THP3,minus,856158,
NC_001148.4,656799,657344,MCM16,plus,856159,
NC_001148.4,657529,658938,MSF1,plus,856160,
NC_001148.4,659182,661053,TAH18,plus,856161,
NC_001148.4,661137,664673,ATG11,minus,856162,
NC_001148.4,664960,665490,MAK3,plus,856163,
NC_001148.4,665693,665974,NHP6A,minus,856165,
NC_001148.4,665788,666243,,minus,856166,
NC_001148.4,666280,667446,SMK1,plus,856167,
NC_001148.4,667676,670873,SEC8,plus,856168,
NC_001148.4,671126,672142,TFB4,plus,856169,
NC_001148.4,672471,673496,BRR1,plus,856170,
NC_001148.4,673751,674674,YMC1,plus,856171,
NC_001148.4,674861,675631,ARO7,minus,856173,
NC_001148.4,675977,676882,JID1,minus,856174,
NC_001148.4,677165,677641,FCY1,plus,856175,
NC_001148.4,677812,678320,,minus,856176,
NC_001148.4,678951,679370,,plus,856177,
NC_001148.4,679693,680799,ROX1,plus,856178,
NC_001148.4,681213,682112,UBA3,plus,856179,
NC_001148.4,682220,682777,ISA2,plus,856180,
NC_001148.4,682941,684353,HOS1,minus,856181,
NC_001148.4,684556,685437,SPE3,minus,856182,
NC_001148.4,685898,687598,MED1,plus,856183,
NC_001148.4,688172,688807,,plus,856184,
NC_001148.4,689565,689646,SUP16,plus,856185,
NC_001148.4,690107,691789,NOT5,plus,856186,
NC_001148.4,691933,692418,LTP1,minus,856187,
NC_001148.4,692796,694838,TKL1,minus,856188,
NC_001148.4,695737,696819,OPY2,minus,856191,
NC_001148.4,697147,698265,,minus,856193,
NC_001148.4,698869,700014,MRL1,plus,856194,
NC_001148.4,700594,701970,TEF1,plus,856195,
NC_001148.4,702114,703970,GRS2,minus,856196,
NC_001148.4,704225,704656,DIB1,minus,856197,
NC_001148.4,704854,706593,MDM36,plus,856198,
NC_001148.4,706972,708342,,plus,856199,
NC_001148.4,708497,709828,ASA1,minus,856200,
NC_001148.4,710101,711138,SUA7,plus,856201,
NC_001148.4,711403,713028,SRP54,minus,856203,
NC_001148.4,713275,715941,,plus,856204,
NC_001148.4,716156,718468,NVJ2,minus,856207,
NC_001148.4,718700,718806,,minus,9164983,
NC_001148.4,718887,719050,,minus,9164984,
NC_001148.4,719148,719242,,minus,9164986,
NC_001148.4,719558,720424,ASR1,minus,856208,
NC_001148.4,720637,720960,RDS3,plus,856209,
NC_001148.4,721037,724717,SYT1,minus,856210,
NC_001148.4,724842,725144,,minus,856211,
NC_001148.4,725394,728615,,plus,856212,
NC_001148.4,728947,729528,TMH18,minus,856213,
NC_001148.4,729791,730213,MRPL51,plus,856214,
NC_001148.4,730492,731019,SNT309,plus,856216,
NC_001148.4,731224,731748,RPL11A,minus,856217,
NC_001148.4,732349,733212,PRE2,plus,856218,
NC_001148.4,733623,736433,FHL1,minus,856219,
NC_001148.4,736984,739569,COG4,minus,856220,
NC_001148.4,740061,741392,ISR1,plus,856221,
NC_001148.4,741438,742064,YTH1,minus,856222,
NC_001148.4,742454,743743,RPN7,plus,856223,
NC_001148.4,744175,744387,,plus,1466522,
NC_001148.4,744284,744355,,plus,856224,
NC_001148.4,744689,745573,GLD1,plus,856225,
NC_001148.4,745828,746835,RPC40,minus,856226,
NC_001148.4,747306,749000,DBF20,plus,856227,
NC_001148.4,749256,751919,MRD1,minus,856228,
NC_001148.4,752257,752919,PIS1,plus,856229,
NC_001148.4,753301,754248,,plus,856230,
NC_001148.4,754877,758128,RGC1,plus,856231,
NC_001148.4,758648,759481,RRG8,plus,856232,
NC_001148.4,760025,767494,,plus,856233,
NC_001148.4,767752,768987,MRI1,plus,856234,
NC_001148.4,769207,769302,,minus,856235,
NC_001148.4,771653,773128,CLB2,plus,856236,
NC_001148.4,773875,775182,CLB5,minus,856237,
NC_001148.4,775765,775836,,minus,856238,
NC_001148.4,778583,780301,THI22,plus,856239,
NC_001148.4,782045,785671,AXL1,plus,856240,
NC_001148.4,786208,787428,CTR1,plus,856241,
NC_001148.4,787961,789325,YLH47,plus,856243,
NC_001148.4,790083,791120,,plus,856245,
NC_001148.4,791218,792204,ANT1,minus,856246,
NC_001148.4,792687,793736,SCD6,plus,856247,
NC_001148.4,793911,794498,NAT3,minus,856249,
NC_001148.4,794965,795767,RPS23B,plus,856250,
NC_001148.4,795978,797210,SPN1,minus,856251,
NC_001148.4,797557,797709,TOM5,plus,856252,
NC_001148.4,798051,798857,MSS18,plus,856253,
NC_001148.4,799234,802017,CTF4,plus,856254,
NC_001148.4,802359,804080,RRP9,plus,856255,
NC_001148.4,805001,810269,,minus,856257,
NC_001148.4,808947,810269,,minus,856258,
NC_001148.4,810676,810749,,plus,856259,
NC_001148.4,810984,812453,MEP3,minus,856260,
NC_001148.4,813156,814058,LOA1,minus,856261,
NC_001148.4,814391,815536,TAZ1,plus,856262,
NC_001148.4,815734,817923,KAR3,minus,856263,
NC_001148.4,818323,819075,RRP15,plus,856264,
NC_001148.4,819529,819602,,plus,856266,
NC_001148.4,819765,821423,NOC4,minus,856267,
NC_001148.4,821732,821903,,plus,9164982,
NC_001148.4,822620,824338,ASN1,plus,856268,
NC_001148.4,824690,824926,,minus,3799978,
NC_001148.4,825645,826559,,minus,856270,
NC_001148.4,826833,828140,,minus,856271,
NC_001148.4,829918,830439,NCE102,plus,856272,
NC_001148.4,831055,831675,SUE1,minus,856274,
NC_001148.4,832061,833458,URN1,minus,856275,
NC_001148.4,833689,834245,MAY24,plus,856276,
NC_001148.4,834565,835212,PIN3,plus,856277,
NC_001148.4,835563,837413,NCA2,minus,856278,
NC_001148.4,837909,839777,TPO3,minus,856279,
NC_001148.4,841266,842669,TDA6,plus,856280,
NC_001148.4,843262,844020,CUR1,plus,856281,
NC_001148.4,844709,849980,,plus,856283,
NC_001148.4,844709,846031,,plus,856282,
NC_001148.4,850989,856257,,minus,856284,
NC_001148.4,854935,856257,,minus,856285,
NC_001148.4,856902,856974,,plus,856286,
NC_001148.4,857583,859745,KRE6,plus,856287,
NC_001148.4,860314,860415,,minus,1466523,
NC_001148.4,860379,860449,,plus,856288,
NC_001148.4,861306,864014,GPH1,plus,856289,
NC_001148.4,864449,866422,SGV1,minus,856290,
NC_001148.4,866715,868304,ORC4,minus,856291,
NC_001148.4,868645,869955,TIF3,minus,856292,
NC_001148.4,870703,874926,MMS1,plus,856293,
NC_001148.4,875368,875997,RHO1,plus,856294,
NC_001148.4,876282,876629,MRP2,minus,856295,
NC_001148.4,876847,877632,MET16,minus,856296,
NC_001148.4,878076,878549,NUT2,plus,856297,
NC_001148.4,878690,880168,JIP5,plus,856298,
NC_001148.4,880296,880369,,minus,856299,
NC_001148.4,883239,883595,,plus,5848745,
NC_001148.4,883828,885558,BSP1,plus,856301,
NC_001148.4,885796,886398,,plus,856302,
NC_001148.4,886524,887837,VPS4,minus,856303,
NC_001148.4,888043,888708,,minus,856304,
NC_001148.4,888974,891043,DPB2,plus,856305,
NC_001148.4,891101,892078,BET2,minus,856306,
NC_001148.4,892332,893729,PRP4,plus,856307,
NC_001148.4,893797,895764,HDA3,minus,856309,
NC_001148.4,895961,897004,AOS1,plus,856310,
NC_001148.4,897361,899667,SEC23,minus,856311,
NC_001148.4,900194,900454,SMX3,plus,856312,
NC_001148.4,900755,901558,DPM1,plus,856313,
NC_001148.4,902044,906654,GDB1,plus,856314,
NC_001148.4,907218,909434,ATG13,plus,856315,
NC_001148.4,909733,911022,PZF1,minus,856316,
NC_001148.4,911257,911800,RPO26,plus,856317,
NC_001148.4,911988,912479,MLC2,minus,856318,
NC_001148.4,912664,916962,SKI3,plus,856319,
NC_001148.4,917077,919041,RPC82,minus,856320,
NC_001148.4,919381,920487,QCR2,plus,856321,
NC_001148.4,921860,922777,AQY1,plus,856322,
NC_001148.4,922909,923379,HPA2,minus,856323,
NC_001148.4,924304,926937,OPT2,minus,856324,
NC_001148.4,927965,928294,,minus,856325,
NC_001148.4,931376,932788,,plus,856326,
NC_001148.4,934034,935665,SGE1,plus,856327,
NC_001148.4,938148,939032,ARR1,minus,856329,
NC_001148.4,939279,939671,ARR2,minus,856330,
NC_001148.4,939922,941136,ARR3,plus,856331,
NC_001148.4,943032,943896,,plus,856332,
NC_001148.4,943880,944188,,plus,856333,
NC_001148.4,944603,947701,,plus,856334,
