"Genes, RefSeq propagation from SGD, annotation version R64-2-1"
Accession,Start,Stop,Gene symbol,Strand,NCBI Gene ID,Name
NC_001146.8,103134,104102,MRPL10,minus,855436,
NC_001146.8,104805,104877,,plus,855437,
NC_001146.8,105184,106695,WSC2,minus,855438,
NC_001146.8,107687,108274,POP3,plus,855439,
NC_001146.8,108467,108928,HCH1,plus,855440,
NC_001146.8,109095,110411,ERG24,minus,855441,
NC_001146.8,110917,112902,PRM1,plus,855442,
NC_001146.8,113271,116453,CAF120,plus,855443,
NC_001146.8,116679,116867,,plus,1466509,
NC_001146.8,117349,118809,MET2,plus,855444,
NC_001146.8,119268,120998,BOR1,plus,855446,
NC_001146.8,121118,122170,GOR1,minus,855447,
NC_001146.8,122883,126599,TOF1,plus,855448,
NC_001146.8,126805,129084,SEC2,minus,855449,
NC_001146.8,129522,135383,BNI1,minus,855450,
NC_001146.8,135940,137661,ALP1,minus,855451,
NC_001146.8,137699,138094,BSC4,plus,855452,
NC_001146.8,138550,140385,LYP1,plus,855453,
NC_001146.8,140878,144078,PIK1,plus,855454,
NC_001146.8,144280,145281,IST1,minus,855456,
NC_001146.8,145563,146615,PDR17,minus,855457,
NC_001146.8,146896,147840,YIF1,minus,855458,
NC_001146.8,148212,154880,POL2,plus,855459,
NC_001146.8,155100,156539,ORC5,plus,855460,
NC_001146.8,156859,157455,LTO1,minus,855461,
NC_001146.8,157644,157865,ATX1,minus,855462,
NC_001146.8,158109,160373,DSL1,minus,855463,
NC_001146.8,160631,164320,SIP3,minus,855464,
NC_001146.8,164623,167097,FOL1,plus,855465,
NC_001146.8,167329,167790,GIS2,minus,855466,
NC_001146.8,168043,169248,RTC4,minus,855467,
NC_001146.8,170018,171286,TEX1,plus,855468,
NC_001146.8,171441,172286,MRPL17,minus,855469,
NC_001146.8,172588,174315,NRD1,minus,855470,
NC_001146.8,175410,179348,RAD50,plus,855471,
NC_001146.8,179394,181022,MPA43,minus,855472,
NC_001146.8,181361,182608,RPA49,minus,855473,
NC_001146.8,182875,185178,CRS1,plus,855474,
NC_001146.8,185460,186349,VPS75,plus,855475,
NC_001146.8,186346,186885,CWC25,minus,855476,
NC_001146.8,187170,187496,SUI1,minus,855477,
NC_001146.8,188051,190957,SLA2,plus,855478,
NC_001146.8,191324,196102,ATG2,plus,855479,
NC_001146.8,196426,197943,ZWF1,minus,855480,
NC_001146.8,198502,199977,NAR1,minus,855481,
NC_001146.8,200569,201933,LAP3,plus,855482,
NC_001146.8,202428,204872,KEX2,plus,855483,
NC_001146.8,205188,206567,YTP1,plus,855484,
NC_001146.8,206930,209854,SIN4,plus,855485,
NC_001146.8,210233,211513,,plus,855487,
NC_001146.8,211922,214600,BNI4,plus,855488,
NC_001146.8,214923,215801,CSL4,plus,855489,
NC_001146.8,215987,217042,PDR16,minus,855490,
NC_001146.8,217523,218662,ELA1,minus,855491,
NC_001146.8,219137,220201,URE2,minus,855492,
NC_001146.8,220659,222431,JJJ1,minus,855495,
NC_001146.8,222724,224469,CNM67,minus,855496,
NC_001146.8,224796,227099,SQS1,minus,855497,
NC_001146.8,227370,228854,ATG4,plus,855498,
NC_001146.8,229094,229714,SSU72,plus,855499,
NC_001146.8,230105,230672,,minus,9164965,
NC_001146.8,231068,233695,POP1,minus,855500,
NC_001146.8,234413,235714,ADE12,plus,855501,
NC_001146.8,235996,237663,ALG9,minus,855502,
NC_001146.8,238238,240001,MGS1,plus,855503,
NC_001146.8,240331,241311,PPN2,plus,855504,
NC_001146.8,241689,244172,RAP1,plus,855505,
NC_001146.8,244468,245430,IES2,plus,855506,
NC_001146.8,245617,246216,PEX17,plus,855507,
NC_001146.8,246460,247104,RRG9,minus,855508,
NC_001146.8,247461,249809,VID27,plus,855509,
NC_001146.8,250055,250315,MRX7,minus,855510,
NC_001146.8,250931,251743,MER1,plus,855511,
NC_001146.8,252059,253900,SSB2,plus,855512,
NC_001146.8,254418,255017,,plus,855513,
NC_001146.8,255353,256630,RIO2,plus,855514,
NC_001146.8,256788,258155,RTT106,minus,855515,
NC_001146.8,258375,259277,SPS18,minus,855517,
NC_001146.8,259578,260456,SPS19,plus,855518,
NC_001146.8,260627,263203,PSY2,minus,855520,
NC_001146.8,263713,264453,NNR1,minus,855521,
NC_001146.8,264926,266530,GCR2,minus,855522,
NC_001146.8,267608,269593,WHI3,minus,855524,
NC_001146.8,270275,271171,SLZ1,minus,855525,
NC_001146.8,271523,272308,,minus,855526,
NC_001146.8,272710,273615,,minus,855527,
NC_001146.8,274368,276044,,plus,855528,
NC_001146.8,276502,279897,CHS1,plus,855529,
NC_001146.8,280432,281505,DUG3,plus,855530,
NC_001146.8,282395,283009,,plus,855531,
NC_001146.8,284260,285888,SRP1,plus,855532,
NC_001146.8,286308,287609,KAR1,plus,855533,
NC_001146.8,287994,289067,SWT21,plus,855534,
NC_001146.8,289498,291876,UBP10,plus,855535,
NC_001146.8,292193,292669,MRPL19,minus,855536,
NC_001146.8,292557,292883,,minus,855537,
NC_001146.8,293137,295509,NPR1,minus,855538,
NC_001146.8,295960,297627,IPI3,minus,855539,
NC_001146.8,298335,299558,PBR1,plus,855540,
NC_001146.8,299654,300649,RHO5,minus,855541,
NC_001146.8,302680,303402,RPS3,plus,855543,
NC_001146.8,303686,304615,MRPL22,minus,855544,
NC_001146.8,305070,306980,TDA7,minus,855545,
NC_001146.8,307401,308612,NOP13,minus,855547,
NC_001146.8,308957,310057,MDG1,minus,855548,
NC_001146.8,310636,315882,APC1,plus,855549,
NC_001146.8,316169,317671,PSD1,minus,855552,
NC_001146.8,318030,318809,FMP41,minus,855553,
NC_001146.8,319416,321359,SKO1,minus,855554,
NC_001146.8,322219,323565,BNI5,minus,855555,
NC_001146.8,323832,325052,,plus,855556,
NC_001146.8,325265,326320,IBD2,minus,855557,
NC_001146.8,326741,330073,RIA1,minus,855558,
NC_001146.8,330329,330547,,plus,855559,
NC_001146.8,331322,332154,RPL42A,plus,855560,
NC_001146.8,332597,334867,CBK1,plus,855561,
NC_001146.8,336545,337609,YGP1,plus,855562,
NC_001146.8,338478,339347,ASI2,minus,855563,
NC_001146.8,339612,340208,PGA1,plus,855564,
NC_001146.8,340352,340858,IGO1,plus,855565,
NC_001146.8,341069,341968,NSG2,minus,855566,
NC_001146.8,342516,343340,CUZ1,plus,855567,
NC_001146.8,343636,345276,YCK2,minus,855568,
NC_001146.8,345669,346058,GIM3,minus,855569,
NC_001146.8,346313,347542,INN1,plus,855570,
NC_001146.8,347766,348521,RPC31,minus,855571,
NC_001146.8,349367,349756,PGA2,minus,855573,
NC_001146.8,349907,350671,ALF1,minus,855574,
NC_001146.8,350940,351383,LSM7,plus,855575,
NC_001146.8,351386,351580,,minus,1466510,
NC_001146.8,351715,352017,,plus,855576,
NC_001146.8,352414,352530,MFA2,plus,855577,
NC_001146.8,352820,355042,,minus,855578,
NC_001146.8,356794,357186,,minus,855579,
NC_001146.8,357453,358952,MEP2,plus,855580,
NC_001146.8,359596,360639,AAH1,plus,855581,
NC_001146.8,360917,361486,,minus,855582,
NC_001146.8,360924,365717,THO2,minus,855583,
NC_001146.8,366033,366412,YSF3,plus,1466511,
NC_001146.8,366741,368321,SRV2,plus,855584,
NC_001146.8,368595,370055,NAM9,minus,855585,
NC_001146.8,370368,371645,EAF7,plus,855586,
NC_001146.8,371882,372226,FPR1,minus,855587,
NC_001146.8,372451,373581,,minus,855588,
NC_001146.8,374171,374692,FYV6,minus,855589,
NC_001146.8,374869,374959,,plus,855590,
NC_001146.8,375321,378491,KRE33,plus,855591,
NC_001146.8,378767,379225,TOM22,plus,855592,
NC_001146.8,379558,380831,CPT1,minus,855593,
NC_001146.8,381245,381391,DGR1,minus,1466512,
NC_001146.8,381480,382202,NRK1,plus,855594,
NC_001146.8,382359,383663,TEP1,plus,855595,
NC_001146.8,383987,386848,FAR11,plus,855596,
NC_001146.8,387227,389767,SPC98,plus,855597,
NC_001146.8,390146,392167,ESBP6,minus,855598,
NC_001146.8,392892,394370,NAF1,plus,855599,
NC_001146.8,394685,397678,NMA111,plus,855600,
NC_001146.8,398023,398370,,minus,855601,
NC_001146.8,398684,400537,TOM70,minus,855602,
NC_001146.8,401040,402521,NCS2,plus,855603,
NC_001146.8,402652,405564,DCP2,minus,855605,
NC_001146.8,406358,408022,MLS1,plus,855606,
NC_001146.8,408341,409909,DMA2,plus,855607,
NC_001146.8,410119,412053,,minus,855608,
NC_001146.8,412771,413199,RPC19,plus,855609,
NC_001146.8,413639,416281,DBP2,plus,855611,
NC_001146.8,416940,417302,CYB5,minus,855612,
NC_001146.8,417826,418488,NOP15,minus,855613,
NC_001146.8,419014,419826,,minus,855615,
NC_001146.8,420098,420778,YAF9,plus,855616,
NC_001146.8,420944,424495,INP52,minus,855618,
NC_001146.8,424895,426754,LEU4,minus,855619,
NC_001146.8,427735,429753,MET4,plus,855620,
NC_001146.8,430087,434493,POL1,plus,855621,
NC_001146.8,434999,437140,AVT4,plus,855622,
NC_001146.8,437613,438317,MIC27,plus,855623,
NC_001146.8,438567,439283,OCA1,minus,855624,
NC_001146.8,439602,440570,RAS2,minus,855625,
NC_001146.8,440797,440919,,minus,1466513,
NC_001146.8,441366,442358,PHO23,minus,855626,
NC_001146.8,443006,443119,,plus,855627,
NC_001146.8,443398,444315,RPS7B,minus,855628,
NC_001146.8,444912,446840,,minus,855629,
NC_001146.8,447611,449374,APP1,plus,855630,
NC_001146.8,449868,450530,YPT53,plus,855631,
NC_001146.8,450871,452073,,plus,855632,
NC_001146.8,452408,456130,NST1,plus,855633,
NC_001146.8,456565,457143,RHO2,plus,855634,
NC_001146.8,457704,461990,TOP2,plus,855636,
NC_001146.8,462411,465947,TCB2,plus,855637,
NC_001146.8,466334,466642,SNN1,plus,855638,
NC_001146.8,467131,469623,MKT1,plus,855639,
NC_001146.8,470053,471102,END3,minus,855640,
NC_001146.8,471377,472861,SAL1,plus,855641,
NC_001146.8,473391,476012,PMS1,plus,855642,
NC_001146.8,476188,476619,SWS2,minus,855643,
NC_001146.8,476932,478032,EOS1,minus,855644,
NC_001146.8,478566,479165,TPM1,minus,855645,
NC_001146.8,479768,480991,NIS1,plus,855646,
NC_001146.8,481391,482977,APJ1,plus,855647,
NC_001146.8,483556,485310,MKS1,plus,855648,
NC_001146.8,485607,486479,IMP4,plus,855649,
NC_001146.8,486766,488124,MLF3,minus,855650,
NC_001146.8,488386,490116,MSK1,plus,855651,
NC_001146.8,490317,491240,RNH201,plus,855652,
NC_001146.8,491523,492971,LAT1,plus,855653,
NC_001146.8,493366,493548,TOM7,plus,855654,
NC_001146.8,493956,495001,RPL16B,minus,855655,
NC_001146.8,495701,498289,FKH2,minus,855656,
NC_001146.8,499417,499557,,plus,1466514,
NC_001146.8,499681,500256,RPL9B,plus,855658,
NC_001146.8,501515,502777,SUN4,plus,855659,
NC_001146.8,503724,505484,AQR1,plus,855660,
NC_001146.8,505868,507097,YDJ1,minus,855661,
NC_001146.8,507758,508702,MTQ1,plus,855662,
NC_001146.8,508776,510212,GCD10,minus,855663,
NC_001146.8,510540,512396,NOP2,plus,855664,
NC_001146.8,512668,514935,ARP5,minus,855665,
NC_001146.8,515763,516713,,minus,855667,
NC_001146.8,517249,517842,OCA2,plus,855668,
NC_001146.8,517994,518845,POR1,minus,855669,
NC_001146.8,519099,519169,,minus,855670,
NC_001146.8,519456,524706,,plus,855672,
NC_001146.8,519456,520778,,plus,855671,
NC_001146.8,526086,529583,VAC7,plus,855673,
NC_001146.8,529942,531411,MSG5,plus,855674,
NC_001146.8,531725,532186,COX5A,plus,855675,
NC_001146.8,532659,533870,COG5,plus,855676,
NC_001146.8,534079,534982,,minus,855677,
NC_001146.8,535281,537911,SFB2,minus,855678,
NC_001146.8,538173,539819,ALG11,plus,855679,
NC_001146.8,539911,541881,SLM2,minus,855680,
NC_001146.8,542304,542822,,plus,855681,
NC_001146.8,542963,544978,LAP2,plus,855682,
NC_001146.8,545268,545877,YIP3,plus,855683,
NC_001146.8,547094,547196,,plus,855685,
NC_001146.8,547113,547370,,plus,1466515,
NC_001146.8,548100,549290,BOP3,plus,855686,
NC_001146.8,549468,551987,COG6,minus,855687,
NC_001146.8,553380,554750,,plus,855688,
NC_001146.8,555048,556832,BDP1,plus,855689,
NC_001146.8,557020,557783,GPI15,plus,855690,
NC_001146.8,557920,559002,IDH1,minus,855691,
NC_001146.8,559814,560479,NCE103,plus,855692,
NC_001146.8,560693,560765,,minus,855693,
NC_001146.8,568115,568217,,plus,855694,
NC_001146.8,568522,569691,,minus,855695,
NC_001146.8,569867,569940,,minus,855696,
NC_001146.8,570477,572315,,plus,855697,
NC_001146.8,572999,573853,,plus,855698,
NC_001146.8,574506,575351,SIW14,plus,855699,
NC_001146.8,575640,576050,HHT2,minus,855700,
NC_001146.8,576727,577038,HHF2,plus,855701,
NC_001146.8,577205,578773,KTR5,minus,855703,
NC_001146.8,579580,581616,CRZ1,plus,855704,
NC_001146.8,581920,583374,SAM50,plus,855705,
NC_001146.8,584320,585291,SSN8,minus,855706,
NC_001146.8,585587,585926,,plus,9164967,
NC_001146.8,586090,586175,,plus,9164968,
NC_001146.8,586602,586820,KSH1,minus,1466516,
NC_001146.8,587107,587847,EFM6,minus,855707,
NC_001146.8,588263,591160,FAP1,minus,855708,
NC_001146.8,591427,592899,RCM1,minus,855709,
NC_001146.8,593227,595347,HDA1,plus,855710,
NC_001146.8,595623,597539,ARK1,minus,855711,
NC_001146.8,598376,599230,,minus,855712,
NC_001146.8,599936,601774,,minus,855713,
NC_001146.8,602312,602385,,plus,855714,
NC_001146.8,602907,604268,PUB1,plus,855716,
NC_001146.8,605384,605611,PBI2,plus,855717,
NC_001146.8,606319,609453,HEF3,plus,855718,
NC_001146.8,609686,611665,SPO1,plus,855720,
NC_001146.8,611836,613170,,minus,855721,
NC_001146.8,613635,614360,PYP1,plus,855722,
NC_001146.8,614821,616083,IDP3,plus,855723,
NC_001146.8,616211,618241,ASI3,minus,855724,
NC_001146.8,618507,619565,SIS1,minus,855725,
NC_001146.8,620067,620978,LST8,plus,855726,
NC_001146.8,621313,622428,MRP7,minus,855727,
NC_001146.8,622915,624621,HRB1,plus,855728,
NC_001146.8,624975,625829,PET8,minus,855729,
NC_001146.8,626174,627142,RLP7,minus,855730,
NC_001146.8,627456,628616,DOM34,plus,855731,
NC_001146.8,629622,631061,CIT1,minus,855732,
NC_001146.8,631846,631917,SUF10,minus,855734,
NC_001146.8,632599,632672,,plus,855735,
NC_001146.8,633008,633856,ATO2,minus,855736,
NC_001146.8,634344,635297,RPC34,minus,855737,
NC_001146.8,635943,636383,SWM2,plus,855738,
NC_001146.8,636986,638854,VPS27,plus,855739,
NC_001146.8,639182,640114,ATG3,minus,855741,
NC_001146.8,640396,642381,LRO1,plus,855742,
NC_001146.8,642690,643439,NRM1,plus,855743,
NC_001146.8,643744,644193,CSE2,plus,855744,
NC_001146.8,644320,646950,PRP2,minus,855745,
NC_001146.8,647432,648937,URK1,plus,855746,
NC_001146.8,649028,651712,PHO91,minus,855747,
NC_001146.8,652465,653103,,plus,855748,
NC_001146.8,653387,654541,SMM1,plus,855749,
NC_001146.8,654673,661374,ACC1,minus,855750,
NC_001146.8,662913,663581,TIM23,plus,855751,
NC_001146.8,664270,664944,RCF2,plus,855752,
NC_001146.8,665339,667267,ARE2,plus,855753,
NC_001146.8,667410,668222,ATP23,minus,855754,
NC_001146.8,668377,669591,,plus,855755,
NC_001146.8,669774,670193,MRPL50,minus,855756,
NC_001146.8,670418,672118,SNF12,plus,855757,
NC_001146.8,672409,672969,MPP6,plus,855758,
NC_001146.8,673274,674689,SEC12,minus,855760,
NC_001146.8,674923,675876,BUD17,plus,855761,
NC_001146.8,676177,677103,CPR8,plus,855762,
NC_001146.8,677199,678488,,minus,855763,
NC_001146.8,678799,680454,ALG12,plus,855764,
NC_001146.8,680694,685433,SSK2,minus,855765,
NC_001146.8,686010,687116,PPG1,plus,855766,
NC_001146.8,687243,687464,HUB1,minus,855767,
NC_001146.8,687635,689998,ABZ1,plus,855768,
NC_001146.8,690321,691286,SOL1,plus,855769,
NC_001146.8,692561,692857,EGO4,plus,855770,
NC_001146.8,693019,694047,ARC35,minus,855771,
NC_001146.8,694361,694822,MRPS12,minus,855772,
NC_001146.8,695052,695327,RSM19,minus,855773,
NC_001146.8,695595,697484,DBP6,plus,855774,
NC_001146.8,697614,699431,ZRG17,minus,855775,
NC_001146.8,699690,700460,MRX15,plus,855776,
NC_001146.8,700541,701659,COQ2,minus,855778,
NC_001146.8,701895,703085,MVD1,plus,855779,
NC_001146.8,703699,705876,AGA1,plus,855780,
NC_001146.8,706139,707608,PET494,plus,855781,
NC_001146.8,707788,708195,TRM112,plus,855782,
NC_001146.8,708523,711204,FPK1,plus,855783,
NC_001146.8,711630,712811,,plus,855784,
NC_001146.8,713023,713655,MSO1,minus,855785,
NC_001146.8,714048,715388,LYS9,minus,855786,
NC_001146.8,716120,716284,,plus,9164966,
NC_001146.8,716780,718327,BRE5,minus,855787,
NC_001146.8,719346,720647,POP2,minus,855788,
NC_001146.8,721120,723112,NOG2,minus,855789,
NC_001146.8,721938,722211,,minus,9164970,
NC_001146.8,723356,724306,ESF2,minus,855790,
NC_001146.8,726134,726217,,minus,855791,
NC_001146.8,728426,730186,HOL1,minus,855792,
NC_001146.8,731618,733303,BIO5,minus,855793,
NC_001146.8,733356,734069,BIO4,minus,855794,
NC_001146.8,734291,735733,BIO3,plus,855795,
NC_001146.8,736803,738545,MNT4,plus,855796,
NC_001146.8,739951,742110,FRE4,plus,855797,
NC_001146.8,742881,743540,,minus,855798,
NC_001146.8,744360,745343,PUL3,minus,855799,
NC_001146.8,746943,748766,PUL4,plus,855800,
NC_001146.8,749136,750008,,minus,855801,
NC_001146.8,750350,753700,,minus,855802,
NC_001146.8,753725,755035,,minus,855803,
NC_001146.8,755746,759099,DSE4,minus,855804,
NC_001146.8,760067,760885,,minus,855805,
NC_001146.8,761123,762592,BSC5,minus,855806,
NC_001146.8,765375,769376,PDR18,plus,855807,
NC_001146.8,770440,771468,,minus,855808,
NC_001146.8,772657,774351,HXT17,plus,855809,
NC_001146.8,774792,776300,MAN2,minus,855810,
NC_001146.8,777602,778738,AIF1,minus,855811,
NC_001146.8,779916,781040,COS10,plus,855812,
NC_001146.8,781511,781603,,minus,1466517,
NC_001146.8,781918,782280,PAU6,plus,855813,
NC_001146.8,783287,783541,,minus,855814,
