"Genes, RefSeq propagation from SGD, annotation version R64-2-1"
Accession,Start,Stop,Gene symbol,Strand,NCBI Gene ID,Name
NC_001141.2,271161,272777,PIG2,plus,854766,
NC_001141.2,272950,273846,AGE2,minus,854767,
NC_001141.2,274072,274926,CBR1,minus,854768,
NC_001141.2,275108,276292,PKP1,minus,854769,
NC_001141.2,276525,277505,GVP36,plus,854770,
NC_001141.2,277723,278139,APQ12,plus,854771,
NC_001141.2,278426,279847,TED1,plus,854772,
NC_001141.2,280142,282652,NOT3,minus,854773,
NC_001141.2,283029,284999,PRM2,minus,854774,
NC_001141.2,285666,287429,CST6,plus,854775,
NC_001141.2,287790,288908,CKA1,minus,854776,
NC_001141.2,289226,290089,CAP2,minus,854777,
NC_001141.2,290419,291669,BCY1,minus,854778,
NC_001141.2,292633,295737,ULP2,plus,854780,
NC_001141.2,296050,300009,SSM4,minus,854781,
NC_001141.2,300228,300300,,minus,854782,
NC_001141.2,300829,301257,EMA17,minus,854783,
NC_001141.2,303679,304104,EMC5,minus,854785,
NC_001141.2,304477,307929,IRR1,minus,854786,
NC_001141.2,308602,309171,,minus,854788,
NC_001141.2,309386,310426,YKE4,minus,854789,
NC_001141.2,311165,312460,TIM44,plus,854790,
NC_001141.2,312905,313861,RPB3,plus,854791,
NC_001141.2,314035,314820,HIS6,minus,854792,
NC_001141.2,315093,316133,FAF1,plus,854793,
NC_001141.2,316768,317932,RPL2B,plus,854794,
NC_001141.2,318200,320965,VID28,minus,854795,
NC_001141.2,321454,321933,SNL1,plus,854796,
NC_001141.2,322342,324105,BAR1,plus,854797,
NC_001141.2,324303,324374,,minus,854798,
NC_001141.2,325212,325526,,minus,854799,
NC_001141.2,325748,325820,,plus,854800,
NC_001141.2,326103,327995,MNT3,plus,854801,
NC_001141.2,328207,332442,PDR11,minus,854802,
NC_001141.2,333011,333352,,plus,854803,
NC_001141.2,333727,334536,TIR3,plus,854804,
NC_001141.2,334882,335529,DOT5,plus,854805,
NC_001141.2,335666,336212,EST3,minus,854806,
NC_001141.2,336349,336420,,minus,854807,
NC_001141.2,339344,341428,FAA3,plus,854808,
NC_001141.2,342536,342835,URM1,plus,854809,
NC_001141.2,342994,343656,NAS2,minus,854810,
NC_001141.2,344062,345183,YIA6,plus,854811,
NC_001141.2,345692,347797,EPS1,plus,854812,
NC_001141.2,347946,348505,BET1,minus,854813,
NC_001141.2,349122,350003,CFD1,plus,854814,
NC_001141.2,350301,350510,CMI7,plus,1466493,
NC_001141.2,350591,353431,INP51,minus,854815,
NC_001141.2,353940,355481,,plus,854816,
NC_001141.2,356143,356895,SGN1,minus,854817,
NC_001141.2,357415,360396,MPH1,minus,854818,
NC_001141.2,360885,362924,AIM21,plus,854819,
NC_001141.2,363221,364519,DJP1,plus,854820,
NC_001141.2,364889,365335,IST3,plus,854821,
NC_001141.2,365466,369908,PAN1,minus,854822,
NC_001141.2,370417,370488,,plus,854823,
NC_001141.2,370704,372998,EGH1,plus,854824,
NC_001141.2,373077,374306,PRI1,minus,854825,
NC_001141.2,374525,374860,MSL1,plus,854826,
NC_001141.2,375431,377161,DSN1,plus,854827,
NC_001141.2,377287,378246,STS1,minus,854828,
NC_001141.2,378486,379781,SQT1,plus,854829,
NC_001141.2,380019,380384,GAT4,minus,854830,
NC_001141.2,381086,381814,VLD1,plus,854831,
NC_001141.2,381948,382382,RPR2,plus,854832,
NC_001141.2,382628,383425,,plus,854833,
NC_001141.2,383556,384119,MET28,minus,854834,
NC_001141.2,384609,385346,YAP5,plus,854835,
NC_001141.2,385564,385701,,minus,1466494,
NC_001141.2,389572,393675,FLO11,minus,854836,
NC_001141.2,393884,397082,,minus,9164906,
NC_001141.2,394255,394557,,minus,854837,
NC_001141.2,395999,396939,,plus,9164905,
NC_001141.2,397294,398385,MRS1,plus,854839,
NC_001141.2,398514,398726,,plus,1466495,
NC_001141.2,398733,399236,SEC11,plus,854840,
NC_001141.2,399777,402689,DAL81,plus,854841,
NC_001141.2,402841,403491,INA22,minus,854842,
NC_001141.2,403659,404765,MND2,plus,854843,
NC_001141.2,404873,405967,YVH1,minus,854844,
NC_001141.2,406260,407642,DAL1,minus,854845,
NC_001141.2,408468,410375,DAL4,plus,854846,
NC_001141.2,410807,411838,DAL2,plus,854847,
NC_001141.2,412036,412770,DCG1,minus,854848,
NC_001141.2,413015,414679,DAL7,minus,854849,
NC_001141.2,415030,415617,DAL3,minus,854850,
NC_001141.2,416124,419465,MGA2,plus,854851,
NC_001141.2,419615,420736,LYS1,minus,854852,
NC_001141.2,421026,421790,NRE1,minus,854853,
NC_001141.2,422074,422865,IRC24,minus,854854,
NC_001141.2,423128,423619,HYR1,plus,854855,
NC_001141.2,423809,424513,GTT1,minus,854856,
NC_001141.2,430498,432111,YPS6,minus,854857,
NC_001141.2,433929,434303,PAU15,plus,854859,
NC_001141.2,435273,435983,,minus,854860,
NC_001141.2,437043,438179,,minus,854861,
